id_message,message,posted_on,id_disc,id_user
550,"Vous pouvez vous baser sur la date de création de la voie dans la nouvelle commune. 
Il peut arriver aussi que certains services aient indiqué le nom de l'ancienne commune dans le nom de la voie dans la nouvelle commune. ",2017-07-10 10:19:03,233,212
551,Discussion close,2017-11-03 16:56:38,233,212
552,"Bonjour, je voudrais savoir quelle est la différence entre une annulation sans transfert (code O) ou avec transfert (code Q). Merci
",2017-04-20 13:58:00,234,213
553,"Une voie peut être annulée avec ou sans transfert. Le transfert (Q) indique que la voie a été remplacée par une autre voie (changement de libellé par exemple). S'il n'y a pas de transfert (O), la voie a été simplement annulée. 
Pour une commune, il n'existe que l'annulation avec transfert (Q). Une commune ne peut être ""simplement annulée"", elle sera forcément rattachée à une autre commune.",2017-04-20 14:35:04,234,213
554,Discussion close,2017-11-03 16:56:57,234,213
555,"Bonjour,
Nous utilisons le fichier FANTOIR pour alimenter une liste déroulante de ville dans des logiciels.
A l'utilisation, nous avons été interpellé par la non présence de deux ''villes'' ou ''sous communes'':
- LA FRANQUI
- PORT LEUCATE

En effet ces deux entités sont normalement attaché à la commune LEUCATE. Mais en terme géographique et postal les données ne se trouve pas à coté (15km pouvant séparer l'une de l'autre).

Est-il possible de remédier à cela ? Comment faire pour avoir une adresse au plus juste de ce qu'attend la Poste ?",2017-03-02 10:22:09,235,214
556,"Bonjour,
Le fichier FANTOIR recense l'ensemble des voies et lieux dits des communes existantes ou ayant existées. Il s'agit d'un fichier fiscal.
Or, la Franqui et Port Leucate ne sont pas considérées comme des communes mais comme des lieux-dits. Elles ne peuvent donc pas être classées au même niveau que les communes.",2017-03-02 11:21:10,235,214
557,Discussion close,2018-01-12 14:21:04,235,214
558,"Bonjour,
Je réalise un travail autour de la notion du ""plessage"" (= plier, entrelacer des branches mortes ou vivantes entre elles pour créer une clôture) et de sa toponymie. En fonction d'où nous nous trouvons en métropole le toponyme est différent : pless- ; plaiss- ; plech- .... et beaucoup beaucoup d'autres et avec de nombreuses variantes...
Je n'arrive pas à extraire du fichier Fantoir mes différentes recherches afin de créer une base de données pour pouvoir réaliser une cartographie de la répartition de ces toponymes et ensuite la comparer à la répartition des Bocages en France, son évolution...
Je travail sur Mac et arrive à ouvrir le fichier Fantoir avec TextEdit et je ne suis pas un expert en utilisation de l'outil informatique !!!
Merci pour votre aide
Cordialement,
Certenais Kévin",2017-01-04 11:26:48,236,215
559,"Sur Mac (ou Linux) on peut facilement extraire seulement certaines lignes d'un gros fichier depuis une ligne de commande dans le terminal: grep ""texte_a_chercher"" nom_du_fichier
pour PLESSIS: grep ""PLESSIS"" FANTOIR0117
Pour générer un nouveau fichier avec le résultat, on utilise une simple redirection
grep ""PLESSIS"" FANTOIR0117 > PLESSIS.txt
",2017-02-15 10:48:12,236,215
560,"Bonjour, nous proposons gratuitement le téléchargement des données FANTOIR découpées par direction et également converties au format CSV : https://www.geonov.fr/smartdata/fantoir/",2017-06-19 13:20:05,236,215
561,Discussion close,2018-01-12 14:21:34,236,215
562,"Bonjour,
A titre expérimental, je propose une API très simple pour faciliter l'accès aux extraits du fichier.
http://fantoir.gexplor.fr/departement/{dd}/communes : obtenir l'extrait du fichier avec les communes du département ayant pour code INSEE 'dd'.
http://fantoir.gexplor.fr/commune/{ccccc}/voies : obtenir l'extrait du fichier avec les voies de la commune ayant pour code INSEE 'ccccc'..
http://fantoir.gexplor.fr/doc : obtenir une documentation succincte de l'API.
http://fantoir.gexplor.fr/ : obtenir les caractéristiques générale en JSON, notamment les points d'entrée et la date de situation du fichier.
Je suis intéressé par vos remarques.
Cordialement",2016-07-13 06:58:50,237,216
563,"Bonjour,
Seule la liste des communes d'un département semble fonctionner.
La liste des voies d'une commune renvoie :
http://geoapi.fr/fantoir/api.php/communes/38037/voies
Array
(
    [contact] => contact@gexplor.fr
    [doc_url] => http://fantoir.gexplor.fr/doc
    [api_version] => 2016/07/15T10:00
    [error_message] => Erreur, aucune point d'entrée detecté
    [SERVER_NAME] => geoapi.fr
    [SCRIPT_NAME] => /fantoir/api.php
    [PATH_INFO] => /communes/38037/voies
    [QUERY_STRING] => 
)
idem pour les extraits du fichiers
ex de retour:
The requested URL /fantoir/dept/fantoir-dept21.zip was not found on this server.

Il n'en reste pas moins que l'idée est excellente si elle aboutit.

cordialement
",2016-10-02 21:35:33,237,216
564,"Bonjour,
Merci du retour.

1) L'URL à utiliser pour la liste des voies est:
 http://geoapi.fr/fantoir/api.php/commune/38037/voies
Sans 's' à commune.

2) pour l'extrait, c'est un bug qui est corrigé.

Cordialement",2016-10-03 13:18:38,237,216
565,"Merci, c'est parfait :)",2016-10-03 16:54:18,237,216
566,Discussion close,2018-01-12 14:22:03,237,216
567,"Bonjour, Votre fichier fait 900 Mo, après avoir renommé l'extension du fichier (obligatoire pour du Windows), beaucoup de logiciels actuels ont du mal à l'ouvrir... Existe-t-il une version ""décomposée"" par département ? Dans l'affirmative, merci de communiquer le lien ? 
Il s'agit d'un fichier ASCII, existe-t-il un fichier format .csv ou .dbf ? Ce qui permettrait de l'ouvrir sur un tableau et travailler dessus plus aisément. En vous remerciant pour votre réponse. Cordialement, Sophie Allard",2016-02-18 11:19:23,238,217
568,"Bonjour,
Le fichier national FANTOIR existe en version départementale sur le site des collectivités locales (http://www.collectivites-locales.gouv.fr/mise-a-disposition-gratuite-fichier-des-voies-et-des-lieux-dits-fantoir).
Cependant, cette version découpée est en situation d'avril 2015. La prochaine actualisation sera faite en avril 2016.
Il n'existe pas d'autre format que le format ASCII.
Cordialement,",2016-03-21 17:08:49,238,217
569,L'actualisation d'avril 2016 devrait être mise en place prochaine sur le site des collectivités locales.,2016-05-20 12:33:09,238,217
570,"Je remonte l'anomalie précédente à nouveau, le fichier ASCII dézippé est reconnu comme un fichier binaire, il ne s'agit pas d'un problème d'extension, j'ai le problème sous linux lorsque je fais un grep, un more ou un cat dessus, idem sous mac os X en ligne de commande...",2015-05-19 09:51:12,239,218
571,"La DGFIP met à disposition le fichier FANTOIR, format ASCII sans extension avec des sauts de ligne au format Windows. Ce fichier est utilisé principalement par les collectivités locales qui n'ont jamais rencontré de problème avec.
Nous ne pouvons que vous inviter à rechercher d'autres éditeurs de texte susceptibles de régler votre difficulté.",2015-05-19 13:01:03,239,218
572,Le fichier ASCII contenu dans l'archive ZIP est probablement corrompu et est reconnu comme un fichier binaire ce qui pose problème pour son exploitation.,2015-05-18 09:34:35,240,218
573,Le fichier FANTOIR est un fichier ASCII sans extension. Il peut être ouvert avec n'importe quel éditeur de texte. Le format du fichier n'a pas jamais été modifié et aucun usager n'a fait remonter ce problème. L'anomalie n'a pas été reproduite.,2015-05-19 09:47:02,240,218
574,"Bonjour, 

Je cherche des informations concernant les parcelles sur ARGELES SUR MER où je constate une division donnant la parcelle BR0959 mais qui ne découle de aucune entrée. 
Il en va de même pour la parcelle AN0267 qui elle subit une mutation pour donner entrée vide.

Qu'est-il advenu de ces parcelles dont les mères et filles sont vides ?
Merci pour votre aide.",2023-10-18 14:32:36,241,219
575,"Bonjour,

J'ai intérrogé le(s) fichier(s) pour des historiques de filiation de parcelle dans la commune (DEP=73;COMMUNE=304) et pour tous les parcelles que j'ai cherchées aucun résultat n'est sorti (ni mère ni fille) :  
Voici la liste (toutes les parcelles sont dans la même zône) AH290; AH291; AH289; AI144; AI197; AI198; AI126; AI4; AI5 ; B1246; B1247.

Cela m'interroge, pourriez m'expliquer ?
Merci et bien cordialement

",2023-10-11 14:48:16,242,220
576,"Bonjour, 
Je recherche les parcelles ascendantes à la parcelles AV0127, sur Saint Etienne (420 / 218). 
Je trouve un document d'arpentage en 1990, mentionnant une division de AV0087 en AV0126 et AV0127. 
Puis un autre document d'arpentage numérique en 2019, mentionnant la division de AV0117 en AV0125, 126, 127. 

Comment est-ce possible ? 

Merci pour votre aide, 
",2023-09-06 13:34:00,243,221
577,"Bonjour,
Il existe en effet deux parcelles AV0127 sur la commune de SAINT-ETIENNE, mais avec des références cadastrales distinctes :
la première : 420 218 000 AV0127, issue du document d'arpentage n° 4668 datant de 2019
la seconde : 420 218 309 AV 0127, issue du document d'arpentage n° 545 datant de 1990.
Pour la seconde parcelle, le préfixe de section est 309, il s'agit d'une parcelle qui avait été créée sur la zone géographique correspondant à la commune TERRENOIRE, absorbée par la commune de SAINT-ETIENNE.

Cordialement",2023-09-08 07:33:15,243,221
578,"Bonjour
Comment puis je savoir ce qui est advenu de la parcelle AV 218 (elle n'est plus sur le cadastre actuel) sur la commune d'Eguilles 13510, Bouches du Rhône ? Merci

cordialement

Peter Theokritoff",2021-09-08 10:48:33,244,222
579,"Bonjour,
le descriptif du fichier des documents de filiation constitue une aide pour l'exploitation de ces fichiers. Dans le cas présent, la parcelle AV 218 pour la commune d'Eguilles (code commune 032) ne figure pas dans ce fichier. Il n'y a donc pas de filiation ascendante ni descendante recensée pour celle-ci. Le cas échéant, vous pouvez contacter le service du cadastre territorialement compétent pour obtenir des informations complémentaires.
Cordialement,",2021-09-09 16:16:19,244,222
580,"Bonjour, à la lecture du fichier DFI sur notre commune 83069, il semble manquer plusieurs tranches du remaniement qui ont eu lieu entre 2001 et 2007 !
Avez vous une explication ?
Cordialement
M AUBERT",2021-08-25 11:42:27,245,223
581,"Au vue du fichier, ce sont les tranches 2,3 et 4 qui ont eu lieu entre 2002 et 2006 qui sont absentes",2021-08-25 11:53:09,245,223
582,"Bonjour,
vous avez signalé plusieurs manquements dans le fichier des DFI en ce qui concerne des remaniements qui ont eu lieu sur votre commune de 2001 à 2007.
Les données publiées sont issues d'une application renseignée par les services de la DGFiP (Majic).
Pour les difficultés rencontrées, vous pouvez contacter le service du cadastre territorialement compétent qui pourra vérifier l'exhaustivité des informations présentes dans l'application.
Cordialement, ",2021-09-03 10:56:37,245,223
583,"Bonjour, 
je recherche les références cadastrales mères de la parcelle EE01 à ALLAUCH.
Ne connaissance pas le code de la commune dans les fichiers, je ne suis pas en mesure de les exploiter.
Pourriez vous m'orienter ?
Avec mes remerciements
Bien à vous",2021-06-08 11:06:38,246,224
584,"Bonjour,
le descriptif du fichier des documents de filiation constitue une aide pour l’exploitation de ces fichiers.
Dans le cas présent, le code commune pour ALLAUCH est le 002.
La parcelle EE01 est issue de la parcelle mère CW 189.
Cordialement,",2021-06-08 15:27:55,246,224
585,discussion close,2021-09-03 10:57:20,246,224
586,"Bonjour,
Je cherche l'historique de la numérotation des parcelle B131, B132 et B133  à Saint Jean Lasseille (66300)
Comment dois-je faire ?
Merci pour votre aide.
Bien cordialement.",2021-05-26 22:27:21,247,225
587,"Bonjour,
le descriptif du fichier des documents de filiation constitue une aide pour l'exploitation de ces fichiers.
Dans le cas présent, les parcelles B 131, B132 et B133 pour la commune de Saint Jean Lasseille (code commune 177) ne figurent pas dans ce fichier. Il n'y a donc pas de filiation ascendante ni descendante pour celles-ci.
Cordialement,",2021-05-27 10:21:43,247,225
588,discussion close,2021-06-08 15:28:17,247,225
589,"Bonjour je cherche un document de filiation des sections cadastrales

Cela existe-t-il ?",2021-03-03 12:00:25,248,226
590,"Après téléchargement du dossier (situation janvier 2021 - dept 2A0 à 590, en ouvrant l'archive, j'ai le message suivant : le dossier compressé ""C:\Users\....\dfiano-dep030-02012021.txt.zip"" n'est pas valide 
Que faut-il faire ?
Merci",2021-01-21 09:04:04,249,227
591,"Bonjour,
après téléchargement du fichier, ce dernier peut s'ouvrir avec 7-zip.
Cordialement,",2021-01-22 14:06:54,249,227
592,"Je découvre ce site et  toutes ces données. Merci de les mettre a disposition, cela m'est très utile.
Je suis un particulier qui vient de faire l'acquisition d'une parcelle. Les vendeurs n'ont plus de documents concernant le bornage du terrain. Je vois qu'il ya eu 2 évènements au DFI sur la parcelle en 2006 et 2007 (remaniement, conservation) . Est-il possible de remonter aux géomètres qui ont été en charge ? Le fichier est anonymise mais existe -t-il une procedure pour identifier les cabinets qui ont réalises ces operations ? Merci",2020-10-11 18:25:33,250,228
593,"Bonjour,
Le portail Géofoncier de l'Ordre des géomètres-experts permet en principe de connaître le producteur du document d'arpentage lié à une parcelle saisie. Pour cela, il est nécessaire que le logo ""géomètre-expert"" apparaisse sur la parcelle.
Si vous ne parveniez pas à obtenir cette information, vous pouvez alors contacter le service du cadastre de la DGFiP territorialement compétent.
Cordialement, ",2020-10-13 14:34:30,250,228
594,"Bonjour,
J'ai téléchargé le fichier 'Documents de filiations informatisés (situation juillet 2020) - dept 600 à 976.zip'.
J'arrive à dézipper ce fichier, ce qui me donne un dossier avec un nouveau ZIP par département, mais ensuite impossible de dézipper le fichier du département 'dfiano-dep670-01072020.txt.zip'.
J'ai un message d'erreur m'indiquant que le fichier est vide.",2020-09-10 19:42:04,251,229
595,"Bonjour,
Je viens de faire un test avec 7-zip. Pas de soucis pour ouvrir les archives.
Bien cordialement,",2020-09-11 10:38:39,251,229
596,"Bonjour,
Merci pour l'info.
Effectivement, avec le dézippage Windows, ça ne fonctionne pas, mais avec 7-zip ça fonctionne. C'est probablement lié au fait qu'il s'agisse d'une compression gzip et non zip (l'extension .zip est trompeuse).
Cordialement.
",2020-09-11 11:31:54,251,229
597,discussion close,2020-09-11 16:52:07,251,229
598,"Bonjour,
Certainement du au confinement, la mise à jour d'avril n'a pas eu lieu. Devrons nous attendre le 1er juillet pour avoir une nouvelle extraction des DFI ou y aura t il une livraison intermédiaire décalée de quelques semaines ?",2020-05-11 23:30:42,252,230
599,"Bonjour,
Dans le cadre sanitaire exceptionnel actuel, il n'a pas été possible de mettre à jour les données. Elles devraient l'être prochainement.
Bien cordialement,",2020-05-12 09:43:42,252,230
600,"Merci pour ces précisions et la réactivité. Ces données sont très utiles. Cordialement
",2020-05-13 00:09:08,252,230
601,Discussion close,2020-06-15 10:22:19,252,230
602,"Bonjour, il n'y a plus accès à la ressource : Documents de filiations informatisés (peu importe la situation) pour les dept 600 à 976",2020-04-24 16:42:28,253,231
603,"autant pour moi je viens de trouver, discussion close.",2020-04-24 16:44:12,253,231
604,Discussion close,2020-04-24 16:51:16,253,231
605,"Bonjour,
où trouve-t-on le code d'une commune d'un département ?

",2019-10-02 18:50:55,254,232
606,"Bonjour,
Le code de la commune correspond au code INSEE.
Il s'agit de la deuxième donnée/colonne des fichiers DFI.
Bien cordialement,",2019-10-03 09:06:35,254,232
607,Discussion close,2020-06-15 10:22:40,254,232
608,"Bonjour,

Dans le cas d'une fusion de communes, la filiation des parcelles figure-t-elle dans le fichier DFI ?

En cas de fusion de 2 parcelles qui auraient des préfixes de section différents (suite à une fusion de communes), aurait-on pour ce cas particulier,  2 types de ligne « 1 » pour un même identifiant DFI/ numéro du lot d’analyse dans le DFI, vu qu'il n'existe qu'un seul préfixe de section par ligne ?

Cordialement",2019-09-03 10:16:24,255,233
609,"Bonjour,
Les fusions de communes ne font pas l'objet de DFI. Les parcelles  de communes fusionnées ne sont donc pas dans le fichier DFI.

Par ailleurs, il n'est pas possible de faire un DFI sur deux parcelles appartenant à des sections différentes et a fortiori sur des parcelles ayant des préfixes de section différents. Il faut d'abord un DFI de transfert d'une parcelle vers la section de la deuxième parcelle avant de faire un DFI modifiant les deux parcelles.
Bien cordialement,",2019-09-03 14:46:31,255,233
610,Discussion close,2019-10-03 09:04:16,255,233
611,"Bonjour,

Tout est dans le titre, j'avais compris une mise à jour tout les 4 mois ?

Cordialement,",2019-07-30 15:03:26,256,199
612,"Bonjour,
Dorénavant, es documents sont mis à jour sur le site data.economie.gouv.fr et sont rapatriés régulièrement sur le site data.gouv.fr.
Bien cordialement,",2019-08-06 09:18:07,256,199
613,"Bonjour,

Après téléchargement des fichiers en un dossier zip,
il se trouve que chaque élément contient une extension .txt.zip qui ne peut ni être dézippée ni être ouverte en fichier texte.

Si vous avez une solution, je suis preneur, svp.

Merci d'avance, ",2019-07-24 08:49:44,257,234
614,"Bonjour,
Je viens de faire un test : il s'agit d'une archive zip contenant l'ensemble des archives départementales zip. J'ai pu dézipper les deux archives successives avec succès. J'ai utilisé l'outil 7zip.
Bien cordialement,
",2019-07-29 09:10:25,257,234
615,Discussion close,2019-08-06 09:18:56,257,234
616,"Bonjour,
Je ne suis pas sûre de comprendre exactement à quoi correspond la date de validation du DFI, est-ce la date réelle du changement ou bien est-ce la date à laquelle la base de donnée à été renseignée ?
D'avance merci pour votre réponse",2019-06-24 17:01:29,258,235
617,"Bonjour,
La date de validation du DFI correspond à la date à laquelle les parcelles deviennent actives, à savoir la date de validation dans l'application de gestion des donnés cadastrales.
Bien cordialement,",2019-06-28 10:53:42,258,235
618,Discussion close,2019-08-06 09:18:25,258,235
619,"Bonjour,

Dans le cadre d'un projet, nous tentons de reconstituer les parcelles supprimées (numéro, géométrie) à partir de 2 sources: le cadastre et les DFI. 

A ce stade, nous utilisons l'algorithme suivant:
1. Une mère, plusieurs filles: c'est une division
2. Plusieurs mère, une fille: c'est un regroupement de parcelles.
3. Une mère, une fille: c'est une renumérotation de parcelle
4. Une ou plusieurs mères, pas de fille: les parcelles sont passées du domaine privé au domaine public.
5. Pas de mère, une ou plusieurs filles: les parcelles sont passées du domaine public au domaine privé.

Pouvez-vous nous confirmer que cet algorithme est juste ?
Devrait-on considérer la variable ""nature du DFI"" dans notre algorithme ?

Concernant le cas particulier de la parcelle 76317000ZA0022, le DFI contient les éléments suivants:

760;317;000;0000268;1;20080818;XXXXXREDACTEURDUDOCUMENTXXXXXX;00001;1;ZA0003;
760;317;000;0000268;1;20080818;XXXXXREDACTEURDUDOCUMENTXXXXXX;00001;2;ZA0022;ZA0023;

760;317;000;0000294;2;20121128;XXXXXREDACTEURDUDOCUMENTXXXXXX;00001;1;ZA0022;
760;317;000;0000294;2;20121128;XXXXXREDACTEURDUDOCUMENTXXXXXX;00001;2;

J'en conclus donc que cette parcelle est dans le cas 4 (une mère, pas de fille): passage au domaine public.
Cependant, elle est toujours présent dans l'export du cadastre (1/1/2019) retraité par ETALAB:

{
	""type"":""Feature"",
	""id"":""76317000ZA0022"",
	""geometry"":{""type"":""Polygon"",""coordinates"":[[...]]},
	""properties"":{
		""id"":""76317000ZA0022"",
		""commune"":""76317"",
		""prefixe"":""000"",
		""section"":""ZA"",
		""numero"":""22"",
		""contenance"":1247,
		""created"":""2011-04-11"",
		""updated"":""2014-02-21""
	}
},

Avons-nous mal interpreté les cas 4 et 5 ?

Par ailleurs, les dates de création et mise à jour ne correspondent pas.
Avons nous raté quelque chose ?

Je vous remercie pour votre retour.

Jérôme",2019-02-04 13:01:29,259,236
620,"Bonjour,

En l'absence de réponse, je me permets une petite relance....

Merci.
Jérôme",2019-02-22 11:24:13,259,236
621,"Bonjour,
Concernant le fichier des DFI, l'interprétation que vous avez faite est correcte : s'il n'y a pas de parcelle mère, il s'agit d'une extraction du domaine public (DP) ; s'il n'existe pas de parcelle fille, il s'agit d'un passage au DP. 
Concernant les données retraitées par ETALAB, merci de vous rapprocher d'eux, le bureau GF-3A de la DGFiP ne gère pas les retraitements de ses données par les autres organismes.
Bien cordialement,
Cédric DUPLANTIER",2019-02-22 16:05:57,259,236
622,"Bonjour,

la parcelle ZA 22 que vous avez prise pour exemple a été transférée au ""domaine non cadastré"" (terme plus approprié que ""domaine public""), et par conséquent, elle n'a plus de raison de figurer dans les fichiers plans ; Or, elle est sur cadastre.gouv.fr !

Pour ce type de discordance (parcelle annulée mais figurant au plan, qualifiée d'anomalie 1J par les agents de la DGFiP), il faut prendre l'attache de : 
PTGC - antenne du Havre
19 avenue du Général Leclerc
76085 Le Havre Cedex
ptgc.seine-maritime@dgfip.finances.gouv.fr

Avez-vous mis en place un contrôle permettant de déceler massivement ces discordances, ou est-ce purement le hasard ?
Cordialement",2019-06-11 16:20:33,259,236
623,"Bonjour,

Je travaille au développement d'une application web, qui nécessite de croiser l'intégralité du cadastre avec différents jeux de données, dont DFI, avec contrôle de cohérence. C'est ainsi que ce type d'anomalie a été détectée.

D'ailleurs, s'il existe un moyen de retrouver la géométrie des parcelles disparues (passées dans le domaine public ou fusionnées), je suis preneur...

Bien cordialement,
Jérôme",2019-06-18 14:52:50,259,236
624,"Pour retrouver la géométrie, data.gouv propose plusieurs millésimes du PCI, dont le plus ancien remonte au 13/02/2017 (format EDIGEO).
Pour trouver plus ancien, cela risque d'être compliqué, car cela dépendra des archives informatisées détenues par les services locaux, et par ricochet, cela dépendra aussi de la date des opérations de vectorisation (sinon, avant, c'est du format ""image"").",2019-07-03 15:25:05,259,236
625,Discussion close,2020-06-15 10:23:29,259,236
626,"Impossible d'ouvrir les fichiers départementaux  .txt.zip
WINZIP dernière version ne les reconnait pas",2019-02-03 10:42:47,260,237
627,"Bonjour,
Je viens de faire un test avec 7-zip. Pas de soucis pour ouvrir les archives.
Bien cordialement,",2019-02-04 08:29:16,260,237
628,"Bonjour, 
une astuce pour ce cas-là consiste à changer l'extension en supprimant le "".zip""",2019-06-24 16:54:23,260,237
629,Discussion close,2019-08-06 09:20:17,260,237
630,"Bonjour
Nous utilisions VisuDGFIP pour retrouver les parcelles primitives. A partir d'un N° de parcelle, visuDGFIP nous donnait éventuellement une référence deparcelle primitive. Est ce que ce sont les mêmes données qui sont utilisée dans DFi et Visudgfip?

Par exemple pour la parcelle 861590000H0458 visuDGFIP nous donne un n° de parcelle alors que nous ne trouvons rien avec le fichier DFI idem avec 861590000H0459,472,473,474. 

Pour d'autres la correspondance est bonne 861590000H0493 donne H0051 dans les deux cas.

Pour d'autres DFI donne 2 résultats ex : 861590000H0498 donne H0218 et H0219 alors que visudgfip ne donne que H0218 ( à priori normal il n'y a qu'une rubrique dans visuDGFIP)

Y a t il une explication ?

Cordailement
",2019-01-28 16:04:20,261,238
631,"Bonjour,
La parcelle primitive correspond à la parcelle présente sur le plan au moment de la confection de la feuille du plan. L'époque de confection du plan est différente pour chaque commune. En outre, dans certains cas, des feuilles de plan d'une même commune peuvent avoir été confectionnées à des dates différentes, notamment si certaines parties du territoire communal ont fait l'objet de procédures différentes d'établissement du plan.
Les DFI recensent les filiations des parcelles depuis les parcelles primitives jusqu'aux parcelles actuelles (hors aménagements fonciers aussi appelés remembrements). Il peut arriver que certaines parcelles ne bougent pas ou que d'autres possèdent des filiations importantes.
Cordialement,",2019-01-28 17:22:12,261,238
632,Discussion close,2019-06-28 10:50:12,261,238
633,"Bonjour,

Dans le cadre de l’analyse des acquisitions de l’agence de l’eau seine Normandie je me suis procurer les documents de filiation du service des cadastre, je n’ai eu jusqu’à présent aucun problèmes pour retrouver les parcelles acquises jusqu’à aujourd’hui. 
 
Je vous explique, l’agence de l’eau Seine Normandie a financée l’acquisition de la parcelle BS0217 située à DRANCY (INSEE 93029), elle a par la suite était subdivisée en deux parcelles : 
 930	29	20050526	1	BS0217																																																																																																																																	
930	29	20050526	2	BS0381	BS0382	
 
 
Ensuite la BS0382 a fusionné avec les parcelles BS0380 ; BS0396 cependant la ligne supposé indiquer les parcelles filles est vide : 
930	29	20110426	1	BS0380	BS0382	BS0396																																																																																																																															
930	29	20110426	2				
 
 
Je ne comprends pas d’où vient le problème, pouvez-vous m’éclairer ?
",2018-12-11 09:13:46,262,239
634,"Bonjour,
Les parcelles indiquées ont toutes été reversées au domaine public.
Bien cordialement,
Cédric DUPLANTIER",2018-12-11 09:40:57,262,239
635,"Mais du coup pour faire la cartographie des acquisitions j'ai besoin de leurs références, même en étant reversées au domaine public les parcelles doivent avoir un identifiant ?",2018-12-11 09:44:33,262,239
636,"Toute parcelle ayant fait l'objet d'un versement dans le domaine public perd son identifiant cadastrale.
Ces parcelles n'appartiennent plus à l'Agence de l'eau Seine Normandie mais ont été versée au domaine public de la commune (domaine public routier, domaine public fluvial...).",2018-12-11 09:54:09,262,239
637,Donc si je comprend bien sur une couche cadastrale communale la parcelle doit apparaître sans identifiant ,2018-12-11 10:20:42,262,239
638,l'agence n'a par ailleurs jamais été propriétaire elle finance l’acquisition par le biais de subventions aux communes ou aux intercommunalités,2018-12-11 10:23:39,262,239
639,"Si je reprends les données que vous avez présentées, les parcelles semblent avoir été utilisées pour créer un lotissement. Les trois parcelles ""absentes"" ont été reversées dans le domaine public de la commune pour créer, semble-t-il, la rue Jacques Gonzales. Elles n'existent donc plus. Vous ne pouvez pas les visualiser ou effectuer de recherche sur celles-ci. ",2018-12-11 10:37:46,262,239
640,"Merci beaucoup, je vais regarder ça",2018-12-11 10:42:40,262,239
641,Fin de la discussion,2018-12-11 10:43:32,262,239
642,"Bonjour en travaillant sur les fichiers de filiations,
 je me suis rendu compte que 4 parcelles, non détruites (donc ni redécoupées ou autres mutations) n'apparaissent dans le cadastre PCI Vecteur ou Majic 3

exemple: (ville 130;117 => 13117)
parcelle	DFI_id	DFI_nat	DFI_lot	naissance_dt	naissance_evt	deces_dt	deces_evt
AW0108	2544	2	2	1991-06-03 00:00:00.001	446	None	None
AW0109	2544	2	3	1991-06-03 00:00:00.001	447	None	None
AW0110	2544	2	4	1991-06-03 00:00:00.001	448	None	None
BR0572	2283	1	2	1990-09-10 00:00:00.001	28	None	None

Est ce un bug ou j’interprète mal vitre fichier...

",2018-10-31 15:50:47,263,199
643,"Bonjour,
Les parcelles que vous citez existent bien dans les fichiers de filiations. Vous pourrez les retrouver avec les numéros de DFI suivants (dans la commune de Vitrolles, 13117) : 2544 pour les parcelles AW108, 109 et 110, 2283 pour la parcelle BR572.
Cependant, si ces parcelles sont bien présentes dans Majic, elles ne sont pas représentées au plan. C'est donc pour cela que vous ne pouvez pas les retrouver sur PCI Vecteur.
Bien cordialement,",2018-11-05 16:12:16,263,199
644,"Merci je pensais que le majic 3 et la représentation plan était une quantitativement égale. Il faut donc demander les documents (arpentage etc..) pour corriger ces différences.

Merci pour ces données, très utiles au quotidien.

Très cordialement,",2018-11-06 08:35:25,263,199
645,Fin de la discussion.,2018-11-07 13:47:37,263,199
646,"Bonjour, j'aimerais savoir pourquoi la commune d'Herblay - 95220 ne figure pas 
Je cherchais un remembrement effectué le 10 ou le 18/09/1990.
Est-ce que cette commune n'est pas informatisée ?
",2018-10-18 21:44:59,264,240
647,"Bonjour,
La commune d'Herblay (95 306) existe bien dans le fichier. Il est donc possible de retrouver les DFI ayant porté sur des parcelles dans cette commune.
Cependant, je vous rappelle qu'il ne vous sera pas possible de retrouver un remembrement (ou aménagement foncier agricole et forestier, AFAF) dans ces fichiers. En effet, il n'existe pas de filiation entre une ancienne parcelle et une nouvelle parcelle. Un AFAF ""efface"" le plan précédent pour en créer un autre ex nihilo.",2018-11-05 15:27:47,264,240
648,"Bonjour,
Tout d’abord, un grand merci pour votre fichier très utile.
Je n’avais pas compris que le code commune était le code INSEE (lu sur le post du 17 octobre) ni vu que vous précisiez sur le descriptif fichier qu’aucune filiation parcellaire n’est établie en cas de remembrement.
En est-il de même pour une parcelle expropriée par la commune et qui a été divisée en 2 parcelles mais dont je ne trouve pas trace sur les DFI ? Merci
Cordialement.",2018-11-07 13:42:45,264,240
649,"Bonjour,
S'il y a eu division de parcelles, il y a forcément un DFI. Pouvez-vous m'indiquer les références de ces parcelles ?
Cordialement,
Cédric DUPLANTIER",2018-11-07 13:56:03,264,240
650,"Je vous remercie
Colombes - code 92025
Parcelle BQ 175 expropriation du 3 mars 1983 divisée en BQ 264 et BQ 265
Cordialement",2018-11-07 14:49:51,264,240
651,"Bonjour,
Dans le département 92, Majic n'existait pas encore en 1983. Si nous avons bien les parcelles BQ 264 et 265, existantes lors de la mise en place de l'application de gestion des données cadastrales, nous n'avons pas les parcelles mères.
Cordialement,",2018-11-07 15:01:53,264,240
652,"Bonjour
Je vous remercie une nouvelle fois.
Pour terminer, ai-je bien compris le fonctionnement de votre fichier : puisque la parcelle BQ 265 ne figure pas sur les DFI, cela signifie qu'elle n'a pas été divisée ?
Cordialement",2018-11-07 15:11:27,264,240
